Text Slug,,#char,#words,LW #char,2-line #char,max rows,Bal #row,,Min Slope,Lx1 cells,Max Slope,2xH cells,,Graphic text sticker,Magic text Sticker,,OccasionScore0,OccasionScore1,OccasionScore2,OccasionScore3,,Automation,,keyword 1,keyword 2,keyword 3,keyword 4,keyword 5,keyword 6,keyword 7,keyword 8,keyword 9,keyword 10,keyword 11,keyword 12,,
best-day-ever,,13,3,4,6,3,3,,0.23,5,1.50,3,,1,1,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories, kids, baby, birthday, special-celebrations, baby-shower",,,,,Yes,,beach,palm tree,sand,birthday cake,,,,,,,,,,
best-finds-of-the-trip,,22,5,5,11,5,4,,0.14,8,2.00,4,,0,1,,,travel,,,,Yes,,landscape,monument,mountain,mountain range,glacier,waterfall,skyscraper,archaeology,landmark,sculpture,ruins,,,
best-friends,,12,2,7,6,2,2,,0.25,4,0.67,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
best-friends-forever,,20,3,7,10,3,3,,0.15,7,1.00,2,,0,1,,,,,wedding,,yes,,person:all,kissing:all,,,,,,,,,,,,
best-in-the-barn,,16,4,4,8,4,4,,0.19,6,2.00,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
best-of-time,,12,3,4,6,3,3,,0.25,4,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
best-pals,,9,2,4,4,2,2,,0.33,3,1.00,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
best-place-we-went,,18,4,5,9,4,3,,0.17,6,1.50,3,,0,1,,travel,,,,,Yes,,mountain,skyscraper,waterfall,mountain range,promontory,cityscape,ruins,archaeology,landmark,monument,,,,
best-seat-in-the-house,,22,5,5,11,5,4,,0.14,8,2.00,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
best-team-ever,,14,3,4,7,3,3,,0.21,5,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
best-time-ever,,14,3,4,7,3,3,,0.21,5,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
best-travel-moments,,19,3,7,9,3,3,,0.16,7,1.00,2,,0,1,,travel,,,,,Yes,,people,person,,,,,,,,,,,,
best-view-ever,,14,3,4,7,3,3,,0.21,5,1.50,3,,0,1,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories",,,,,Yes,,aerial view,skyscraper,landscape,waterfall,sunrise,promontory,sunset,red sky,glacier,mountain range,,,,
best-year,,9,2,4,4,2,2,,0.33,3,1.00,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
best-year-ever,,14,3,4,7,3,3,,0.21,5,1.50,3,,1,1,,,,,,,No,,,,,,,,,,,,,,,
best-year-yet,,13,3,4,6,3,3,,0.23,5,1.50,3,,1,1,,,,,,,No,,,,,,,,,,,,,,,
better-than-milk-and-cookies,,28,5,7,14,5,4,,0.11,10,1.33,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
better-together,,15,2,8,7,2,2,,0.20,5,0.67,2,,1,1,,family,,,,,Yes,,,,,,,,,,,,,,,
between-the-earth-and-sky-above-nothing-can-match-a-grandmothers-love,,69,12,12,34,12,5,,0.04,23,1.25,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
beyond-the-ice-a-tribute-to-our-coach,,37,8,7,18,8,5,,0.08,13,1.67,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
bff-best-friends-on-field,,25,5,7,12,5,3,,0.12,9,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
big-heart,,9,2,5,4,2,2,,0.33,3,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
big-splash,,10,2,6,5,2,2,,0.30,4,1.00,2,,0,1,,,"baby, family, kids, year-in-review",,,,Yes,,pool:all,swimming:all,swimming pool:all,,,,,,,,,,,
big-time-fun,,12,3,4,6,3,3,,0.25,4,1.50,3,,0,1,,,"baby, family, kids, year-in-review, seasonal-holidays, birthday",,,,Yes,,laughing,amusement park,balloon,party,party hat,party hat,play,playground,theme park,,,,,
biggest-fans,,12,2,7,6,2,2,,0.25,4,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
birthday,,8,1,8,n/a,1,1,,0.38,3,0.33,1,,1,1,,,,,,,No,,,,,,,,,,,,,,,
birthday-boy,,12,2,8,6,2,2,,0.25,4,0.67,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
birthday-fun,,12,2,8,6,2,2,,0.25,4,0.67,2,,0,1,,,,,"birthday, year-in-review, family, special-celebrations",,Yes,,birthday cake:all,cake:all,,,,,,,,,,,,
birthday-girl,,13,2,8,6,2,2,,0.23,5,0.67,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
birthday-party,,14,2,8,7,2,2,,0.21,5,0.67,2,,0,1,,,,,year-in-review,,No,,birthday cake,,,,,,,,,,,,,
bits-and-pieces-of-our-history,,30,6,7,15,6,4,,0.10,10,1.33,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
blessed,,7,1,7,n/a,1,1,,0.43,3,0.33,1,,1,1,,,,,,,No,,,,,,,,,,,,,,,
bliss,,5,1,5,n/a,1,1,,0.60,2,0.50,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
bloom-baby-bloom,,16,3,5,8,3,3,,0.19,6,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
blooming-with-love,,18,3,8,9,3,2,,0.17,6,0.67,2,,0,1,,,,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories, kids, baby, birthday, special-celebrations, baby-shower",,Yes,,flower,flower arrangement,flower bouquet,,,,,,,,,,,
blooms,,6,1,6,n/a,1,1,,0.50,2,0.50,1,,1,1,,,,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories, kids, baby, birthday, special-celebrations, baby-shower",,Yes,,flower,flower arrangement,flower bouquet,,,,,,,,,,,
blue-balloons-and-more,,22,4,8,11,4,3,,0.14,8,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
bonding-time,,12,2,7,6,2,2,,0.25,4,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
born-inside-our-hearts,,22,4,6,11,4,4,,0.14,8,2.00,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
born-to-be-a-princess,,21,5,8,10,5,3,,0.14,7,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
born-to-play,,12,3,4,6,3,3,,0.25,4,1.50,3,,0,1,,"sports-and-hobbies, kids, everyday, life-stories",,,,,Yes,,basketball,baseball,football,soccer,hockey,,,,,,,,,
bouldering-our-way-through,,26,4,10,13,4,3,,0.12,9,0.75,2,,0,1,,,,,travel,,Yes,,trail:all,boulder:all,,,,,,,,,,,,
break-for-food,,14,3,5,7,3,3,,0.21,5,1.50,3,,0,1,,,,travel,,,Yes,,food,pasta,pizza,eating,,,,,,,,,,
breathtaking,,12,1,12,n/a,1,1,,0.25,4,0.25,1,,1,1,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories",,,,,Yes,,church,landscape,monument,sunrise,sunset,mountain,red sky,waterfront,landmark,,,,,
breathtaking-beauty,,19,2,12,9,2,2,,0.16,7,0.50,1,,0,1,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories",,,,,Yes,,landscape,monument,sunrise,sunset,mountain,red sky,waterfall,canyon,mountain range,,,,,
bridal-party,,12,2,6,6,2,2,,0.25,4,1.00,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
bride-and-groom,,15,3,5,7,3,3,,0.20,5,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
bridesmaids,,11,1,11,n/a,1,1,,0.27,4,0.25,1,,1,1,,,,,wedding,,Yes,,bridesmaid:all,groupshot:all,,,,,,,,,,,,
bright-lights-big-city,,22,4,6,11,4,4,,0.14,8,2.00,4,,0,1,,,,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories",,Yes,,night life,,,,,,,,,,,,,
bring-on-the-food,,17,4,5,8,4,3,,0.18,6,1.50,3,,0,1,,,,,"travel, everyday, life-stories, kids, year-in-review, special-celebrations, baby-shower, travel, everyday, life-stories, kids, special-celebrations",,Yes,,food,pasta,pizza,eating,,,,,,,,,,
bring-on-the-fries,,18,4,5,9,4,3,,0.17,6,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
bring-on-the-water-guns,,23,5,5,11,5,4,,0.13,8,2.00,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
bringing-joy-to-every-heart,,27,5,8,13,5,3,,0.11,9,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
brothers,,8,1,8,n/a,1,1,,0.38,3,0.33,1,,1,1,,,,,,,No,,,,,,,,,,,,,,,
btw-best-team-worldwide,,23,4,9,11,4,3,,0.13,8,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
bubble-bubble,,13,2,6,6,2,2,,0.23,5,1.00,2,,0,1,,,,,"family, seasonal-holidays, year-in-review, everyday, life-stories, kids, baby",,Yes,,bubble,bathtub,,,,,,,,,,,,
bubble-time,,11,2,6,5,2,2,,0.27,4,1.00,2,,0,1,,,,,"baby, year-in-review, kids, everyday",,yes,,bathtub,,,,,,,,,,,,,
budding-ballerina,,17,2,9,8,2,2,,0.18,6,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
building-the-future,,19,3,8,9,3,3,,0.16,7,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
buildings-that-tell-a-story,,27,5,9,13,5,3,,0.11,9,1.00,2,,0,1,,,,travel,,,Yes,,castle,church,monument,cathedral,steeple,dome,spire,architecture,,,,,,
cake-time,,9,2,4,4,2,2,,0.33,3,1.00,2,,0,1,,,,,"family, baby, baby-shower, kids, birthday, special-celebrations",,Yes,,cake,birthday cake,,,,,,,,,,,,
calories-dont-count,,19,3,8,9,3,3,,0.16,7,1.00,2,,0,1,,,,,"baby, travel, kids, birthday, year-in-review, seasonal-holidays, everyday, life-stories, special-celebrations, family, baby-shower",,Yes,,cake,ice cream,,,,,,,,,,,,
cant-beat-natures-rock-collection,,33,5,10,16,5,3,,0.09,11,0.75,2,,0,1,,,,"travel, family, year-in-review, seasonal-holidays, everyday, life-stories, sports-and-hobbies",,,Yes,,mountain,rock climbing,,,,,,,,,,,,
capturing-life,,14,2,9,7,2,2,,0.21,5,0.67,2,,0,1,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories, kids, baby, birthday, special-celebrations, baby-shower",,,,,Yes,,,,,,,,,,,,,,,
career-day,,10,2,6,5,2,2,,0.30,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
carpe-diem,,10,2,5,5,2,2,,0.30,4,1.00,2,,1,1,,sports-and-hobbies,,,,,Yes,,,,,,,,,,,,,,,
carving-out-some-personality,,28,4,11,14,4,3,,0.11,10,0.75,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
carving-the-snow,,16,3,7,8,3,2,,0.19,6,0.67,2,,0,1,,,,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories, kids, sports-and-hobbies",,Yes,,skiing,snowboarding,snowboard,,,,,,,,,,,
castle-in-the-air,,17,4,6,8,4,3,,0.18,6,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
castles-and-moats,,17,3,7,8,3,3,,0.18,6,1.00,2,,0,1,,,,"travel, family, everyday, life-stories, year-in-review, kids, seasonal-holidays",,,Yes,,castle,,,,,,,,,,,,,
catch-of-the-day,,16,4,5,8,4,3,,0.19,6,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
celebrate,,9,1,9,n/a,1,1,,0.33,3,0.33,1,,1,1,,,"family, baby, baby-shower, seasonal-holidays, everyday, life-stories, birthday, special-celebrations",,,,Yes,,cocktail,party,drinking,drink,birthday cake,,,,,,,,,
celebrate-every-day,,19,3,9,9,3,2,,0.16,7,0.67,2,,1,1,,"everyday, life-stories, family, kids",,,,,Yes,,smile,,,,,,,,,,,,,
celebrate-good-friends-great-game,,33,5,9,16,5,4,,0.09,11,1.33,3,,0,1,,"sports-and-hobbies, kids, everyday, life-stories",,,,,Yes,,basketball,baseball,football,soccer,hockey,,,,,,,,,
celebrate-into-the-night,,24,4,9,12,4,3,,0.13,8,1.00,2,,0,1,,,,,wedding,,yes,,person:all,dance:all,,,,,,,,,,,,
celebrate-love,,14,2,9,7,2,2,,0.21,5,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
celebrate-summer,,16,2,9,8,2,2,,0.19,6,0.67,2,,0,1,,"seasonal-holidays, travel, life-stories",,,,,Yes,,summer,,,,,,,,,,,,,
celebrate-the-everyday-live-in-the-moment,,41,7,9,20,7,4,,0.07,14,1.33,3,,0,1,,"family, life-stories",,,,,Yes,,person:all,smile:all,fun:all,,,,,,,,,,,
celebrating-family,,18,2,11,9,2,2,,0.17,6,0.50,1,,0,1,,"family, life-stories",,,,,Yes,,person:all,smile:all,fun:all,,,,,,,,,,,
celebrating-the-holidays,,24,3,11,12,3,2,,0.13,8,0.50,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
celebrating-the-season,,22,3,11,11,3,2,,0.14,8,0.50,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
celebrations-are-super-sweet-with-loved-ones-by-your-side,,57,10,12,28,10,4,,0.05,19,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
ceremony,,8,1,8,n/a,1,1,,0.38,3,0.33,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
champions,,9,1,9,n/a,1,1,,0.33,3,0.33,1,,1,1,,"sports-and-hobbies, kids, everyday",,,,,Yes,,basketball,baseball,football,soccer,hockey,,,,,,,,,
champs,,6,1,6,n/a,1,1,,0.50,2,0.50,1,,0,1,,"sports-and-hobbies, kids, everyday, life-stories",,,,,Yes,,basketball,baseball,football,soccer,hockey,,,,,,,,,
channeling-our-inner-jordan,,27,4,10,13,4,3,,0.11,9,0.75,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
chasing-the-sun,,15,3,7,7,3,2,,0.20,5,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
check-me-out,,12,3,5,6,3,2,,0.25,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
cheers,,6,1,6,n/a,1,1,,0.50,2,0.50,1,,1,1,,,,"travel, birthday, year-in-review, seasonal-holidays, everyday, life-stories, special-celebrations, family",,,Yes,,cocktail,drink,wine bottle,wine,beverage,alcohol,,,,,,,,
cherish,,7,1,7,n/a,1,1,,0.43,3,0.33,1,,1,1,,,,,,,No,,,,,,,,,,,,,,,
cherish-every-moment,,20,3,7,10,3,3,,0.15,7,1.00,2,,1,1,,"family, baby, birthday, baby-shower, seasonal-holidays, everyday, life-stories, year-in-review, special-celebrations",,,,,Yes,,person:all,smile:all,fun:all,kid:all,,,,,,,,,,
cherish-the-little-moments,,26,4,7,13,4,4,,0.12,9,1.33,3,,1,1,,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories, kids, baby, birthday, special-celebrations, baby-shower",,,,Yes,,child,kid,baby,,,,,,,,,,,
cherished,,9,1,9,n/a,1,1,,0.33,3,0.33,1,,0,1,,,"baby, family, kids, year-in-review, seasonal-holidays, birthday",,,,Yes,,baby,newborn,clinic,,,,,,,,,,,
cherished-memory,,16,2,9,8,2,2,,0.19,6,0.67,2,,0,1,,"baby, family, kids, year-in-review, seasonal-holidays, birthday, special-celebrations, travel, wedding, life-stories",,,,,Yes,,person:all,laughing:all,,,,,,,,,,,,
child-joy-laughter-hope-trust,,29,5,8,14,5,4,,0.10,10,1.33,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
childhood-memories,,18,2,9,9,2,2,,0.17,6,0.67,2,,0,1,,baby,,,,,Yes,,baby,kid,child,,,,,,,,,,,
childhood-where-we-come-from,,28,5,9,14,5,3,,0.11,10,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
chill-time,,10,2,5,5,2,2,,0.30,4,1.00,2,,1,1,,,"travel, birthday, year-in-review, seasonal-holidays, everyday, life-stories, special-celebrations, family",,,,Yes,,beach,sand,palm tree,,,,,,,,,,,
chillin-in-the-dugout,,21,4,7,10,4,3,,0.14,7,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
chocolate-unlimited,,19,2,9,9,2,2,,0.16,7,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
choosing-your-name,,18,3,8,9,3,2,,0.17,6,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
christmas,,9,1,9,n/a,1,1,,0.33,3,0.33,1,,1,1,,,,"family, year-in-review, seasonal-holidays, kids, baby, everyday, life-stories",,,Yes,,christmas,christmas ornaments,,,,,,,,,,,,
christmas-celebration,,21,2,11,10,2,2,,0.14,7,0.50,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
christmas-is-here,,17,3,9,8,3,2,,0.18,6,0.67,2,,0,1,,,,"family, year-in-review, seasonal-holidays, kids, baby, everyday, life-stories",,,Yes,,christmas,christmas ornaments,,,,,,,,,,,,
christmas-memories,,18,2,9,9,2,2,,0.17,6,0.67,2,,1,1,,,,"family, year-in-review, seasonal-holidays, kids, baby, everyday, life-stories",,,Yes,,christmas,christmas ornaments,,,,,,,,,,,,
christmas-morning,,17,2,9,8,2,2,,0.18,6,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
chronicles-of-a-castle,,22,4,10,11,4,2,,0.14,8,0.50,1,,0,1,,,,travel,,,Yes,,castle,,,,,,,,,,,,,
city-of-lights,,14,3,6,7,3,2,,0.21,5,1.00,2,,0,1,,,,,travel,,Yes,,city:all,night life:all,,,,,,,,,,,,
class-favorites,,15,2,9,7,2,2,,0.20,5,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
class-highlights-from-the-year,,30,5,10,15,5,3,,0.10,10,0.75,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
class-senior-trip,,17,3,6,8,3,3,,0.18,6,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
class-signatures,,16,2,10,8,2,2,,0.19,6,0.50,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
class-trip-memories,,19,3,8,9,3,3,,0.16,7,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
clubs-and-activities,,20,3,10,10,3,2,,0.15,7,0.50,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
coachs-corner,,13,2,6,6,2,2,,0.23,5,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
coachs-word,,11,2,6,5,2,2,,0.27,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
cocktails,,9,1,9,n/a,1,1,,0.33,3,0.33,1,,0,1,,,,,"travel, family, special-celebrations, year-in-review",,Yes,,bar counter,bartender,cocktail,drink,wine,wine bottle,,,,,,,,
college-life,,12,2,7,6,2,2,,0.25,4,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
colors-of-the-night,,19,4,6,9,4,3,,0.16,7,1.50,3,,0,1,,,,,"travel, family, kids, year-in-review, everyday, life-stories, seasonal-holidays",,Yes,,night,night life,night club,,,,,,,,,,,
confident,,9,1,9,n/a,1,1,,0.33,3,0.33,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
construction-afoot,,18,2,12,9,2,2,,0.17,6,0.50,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
cool-tricks,,11,2,6,5,2,2,,0.27,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
counting-digits,,15,2,8,7,2,2,,0.20,5,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
countless-memories,,18,2,9,9,2,2,,0.17,6,0.67,2,,0,1,,"travel, family, baby, seasonal-holidays, kids, year-in-review, special-celebrations, sports-and-hobbies, everyday, life-stories, special-celebrations",,,,,Yes,,person:all,smile:all,fun:all,,,,,,,,,,,
crawling,,8,1,8,n/a,1,1,,0.38,3,0.33,1,,0,1,,,,,baby,,yes,,crawling,,,,,,,,,,,,,
creating-with-blocks,,20,3,8,10,3,3,,0.15,7,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
creativity-is-in-the-air,,24,5,10,12,5,2,,0.13,8,0.50,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
cruising-around,,15,2,8,7,2,2,,0.20,5,0.67,2,,0,1,,,,,"travel, year-in-review, seasonal-holidays, family",,Yes,,cruise ship,motorcycle,motor scooter,cyclist,,,,,,,,,,
cultural-clubs-and-organizations,,32,4,13,16,4,3,,0.09,11,0.60,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
curtains-up,,11,2,8,5,2,2,,0.27,4,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
cute-as-a-bug,,13,4,4,6,4,3,,0.23,5,1.50,3,,0,1,,,"baby, family, kids, year-in-review",,,,Yes,,baby,child,newborn,,,,,,,,,,,
cute-as-can-bee,,15,4,4,7,4,3,,0.20,5,1.50,3,,0,1,,,"baby, family, kids, year-in-review",,,,Yes,,baby,child,newborn,,,,,,,,,,,
cute-chick,,10,2,5,5,2,2,,0.30,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
cutting-the-cake,,16,3,7,8,3,2,,0.19,6,0.67,2,,0,1,,,,,wedding,,yes,,wedding cake:all,person:all,bride:all,,,,,,,,,,,
dad-we-have-so-much-in-common,,29,7,6,14,7,4,,0.10,10,2.00,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
daddys-boy,,10,2,6,5,2,2,,0.30,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
daddys-girl,,11,2,6,5,2,2,,0.27,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
dancing-the-night-away,,22,4,7,11,4,3,,0.14,8,1.00,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
dapper-dude,,11,2,6,5,2,2,,0.27,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
dedication,,10,1,10,n/a,1,1,,0.30,4,0.25,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
defense,,7,1,7,n/a,1,1,,0.43,3,0.33,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
defense-wins-championship,,25,3,12,12,3,2,,0.12,9,0.50,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
definitely-pregnant,,19,2,10,9,2,2,,0.16,7,0.50,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
departure,,9,1,9,n/a,1,1,,0.33,3,0.33,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
destination,,11,1,11,n/a,1,1,,0.27,4,0.25,1,,1,1,,,travel,,,,Yes,,airplane,airport,people,ticket,train station,person,,,,,,,,
digging-away,,12,2,7,6,2,2,,0.25,4,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
digging-for-the-driveway,,24,4,8,12,4,3,,0.13,8,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
dinner,,6,1,6,n/a,1,1,,0.50,2,0.50,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
dinner-and-dancing,,18,3,7,9,3,3,,0.17,6,1.00,2,,1,1,,,,,wedding,,yes,,person:all,dance:all,,,,,,,,,,,,
discover,,8,1,8,n/a,1,1,,0.38,3,0.33,1,,1,1,,travel,,,,,Yes,,city,landscape,monument,mountain,pier,metropolis,high rise,landmark,scenery,architecture,,,,
discovering-a-city,,18,3,11,9,3,2,,0.17,6,0.50,1,,0,1,,,travel,,,,Yes,,city,town,metropolis,downtown,,,,,,,,,,
discovering-a-city-with-a-little-help-from-gps,,46,9,11,23,9,4,,0.07,16,1.00,2,,0,1,,,"travel, year-in-review, seasonal-holidays, family",,,,Yes,,city,town,metropolis,downtown,architecture,,,,,,,,,
disneys-for-everyone,,20,3,8,10,3,3,,0.15,7,1.00,2,,0,1,,,"travel, family, kids, year-in-review, everyday, life-stories, seasonal-holidays",,,,Yes,,amusement park,theme park,,,,,,,,,,,,
dive-clean-leave-no-ripples-behind,,34,6,7,17,6,5,,0.09,12,1.67,4,,0,1,,,,"travel, family, year-in-review, everyday",,,Yes,,scuba diving,snorkeling,,,,,,,,,,,,
diving-practice,,15,2,8,7,2,2,,0.20,5,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
documenting-everyday,,20,2,11,10,2,2,,0.15,7,0.50,1,,0,1,,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories, kids, baby",,,,Yes,,camera,,,,,,,,,,,,,
dont-follow-your-dreams-chase-them,,34,6,6,17,6,5,,0.09,12,2.50,5,,0,1,,,,,,,No,,,,,,,,,,,,,,,
dont-look-before-you-jump,,25,5,6,12,5,4,,0.12,9,2.00,4,,0,1,,,,,"travel, family, year-in-review, everyday",,Yes,,cliff:all,diving:all,jumping:all,,,,,,,,,,,
dont-open-until-christmas,,25,4,9,12,4,3,,0.12,9,1.00,2,,0,1,,,,,"family, everyday, life-stories, year-in-review, seasonal-holidays, kids",,Yes,,christmas ornaments,christmas,christmas ornaments,,,,,,,,,,,
dont-stop-shining,,17,3,7,8,3,3,,0.18,6,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
dorm-life,,9,2,4,4,2,2,,0.33,3,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
dream-big,,9,2,5,4,2,2,,0.33,3,1.00,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
dream-love-laugh,,16,3,5,8,3,3,,0.19,6,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
dream-on,,8,2,5,4,2,2,,0.38,3,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
dream-team,,10,2,5,5,2,2,,0.30,4,1.00,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
dreaming-up-adventures,,22,3,10,11,3,2,,0.14,8,0.50,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
dreamy-days-and-steamy-nights,,29,5,6,14,5,5,,0.10,10,2.50,5,,0,1,,,,,,,No,,,,,,,,,,,,,,,
dressed-for-the-hospital-portrait,,33,5,8,16,5,4,,0.09,11,1.33,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
dressed-for-the-weather,,23,4,7,11,4,3,,0.13,8,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
dribble-dribble-shoot,,21,3,7,10,3,3,,0.14,7,1.00,2,,0,1,,,,,sports-and-hobbies,,Yes,,basketball,,,,,,,,,,,,,
easter,,6,1,6,n/a,1,1,,0.50,2,0.50,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
easter-blessings,,16,2,9,8,2,2,,0.19,6,0.67,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
easter-bunny,,12,2,6,6,2,2,,0.25,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
easter-party,,12,2,6,6,2,2,,0.25,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
eat-drink-and-be-married,,24,5,7,12,5,3,,0.13,8,1.00,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
eat-sleep-play,,14,3,5,7,3,3,,0.21,5,1.50,3,,1,1,,,,,"sports-and-hobbies, kids, everyday",,Yes,,basketball,baseball,football,soccer,hockey,,,,,,,,,
eat-sleep-play-hockey,,21,4,6,10,4,3,,0.14,7,1.50,3,,0,1,,,,,sports-and-hobbies,,Yes,,hockey,,,,,,,,,,,,,
eat-sleep-repeat,,16,3,6,8,3,3,,0.19,6,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
eat-well-travel-often,,21,4,6,10,4,3,,0.14,7,1.50,3,,0,1,,,,,travel,,Yes,,food,pasta,pizza,eating,,,,,,,,,,
